date,sku_id,units_sold,revenue,unit_price,promo_flag,category,subcategory,launch_date,unit_cost,list_price,week,month,season,is_holiday,promo_event,on_hand_units,on_order_units,lead_time_days,reorder_point,day,day_of_week,quarter,year
2024-01-01,SKU034,12,2764.32,230.36,0,Furniture,General,2023-01-01,140,230.36,1,1,Winter,0,,249.0,99.0,14.0,52.0,1,0,1,2024
2024-01-01,SKU035,10,534.7,53.47,0,Decor,General,2023-01-01,38,53.47,1,1,Winter,0,,75.0,57.0,19.0,34.0,1,0,1,2024
2024-01-01,SKU036,8,2348.56,293.57,0,Furniture,General,2023-01-01,184,293.57,1,1,Winter,0,,42.0,93.0,19.0,39.0,1,0,1,2024
2024-01-01,SKU037,17,2877.25,169.25,0,Kitchen,General,2023-01-01,108,169.25,1,1,Winter,0,,254.0,82.0,3.0,23.0,1,0,1,2024
2024-01-01,SKU038,11,2354.22,214.02,0,Furniture,General,2023-01-01,145,214.02,1,1,Winter,0,,265.0,51.0,16.0,63.0,1,0,1,2024
2024-01-01,SKU039,10,3320.3,332.03,0,Appliances,General,2023-01-01,184,332.03,1,1,Winter,0,,75.0,62.0,17.0,24.0,1,0,1,2024
2024-01-01,SKU040,14,3746.82,267.63,0,Appliances,General,2023-01-01,174,267.63,1,1,Winter,0,,61.0,41.0,7.0,24.0,1,0,1,2024
2024-01-01,SKU041,11,1877.7,170.7,0,Furniture,General,2023-01-01,121,170.7,1,1,Winter,0,,84.0,35.0,21.0,55.0,1,0,1,2024
2024-01-01,SKU042,2,742.28,371.14,0,Appliances,General,2023-01-01,194,371.14,1,1,Winter,0,,186.0,48.0,19.0,38.0,1,0,1,2024
2024-01-01,SKU043,11,2783.11,253.01,0,Furniture,General,2023-01-01,138,253.01,1,1,Winter,0,,252.0,64.0,16.0,26.0,1,0,1,2024
2024-01-01,SKU044,8,2052.08,256.51,0,Decor,General,2023-01-01,170,256.51,1,1,Winter,0,,78.0,83.0,20.0,66.0,1,0,1,2024
2024-01-01,SKU045,2,153.06,76.53,0,Decor,General,2023-01-01,49,76.53,1,1,Winter,0,,130.0,55.0,17.0,76.0,1,0,1,2024
2024-01-01,SKU046,5,1455.9,291.18,0,Furniture,General,2023-01-01,148,291.18,1,1,Winter,0,,136.0,52.0,13.0,72.0,1,0,1,2024
2024-01-01,SKU047,9,2240.01,248.89,0,Furniture,General,2023-01-01,163,248.89,1,1,Winter,0,,252.0,51.0,16.0,66.0,1,0,1,2024
2024-01-01,SKU048,14,1037.54,74.11,0,Appliances,General,2023-01-01,38,74.11,1,1,Winter,0,,68.0,40.0,16.0,40.0,1,0,1,2024
2024-01-01,SKU049,13,1237.34,95.18,0,Furniture,General,2023-01-01,71,95.18,1,1,Winter,0,,150.0,47.0,7.0,63.0,1,0,1,2024
2024-01-01,SKU050,12,674.16,56.18,0,Furniture,General,2023-01-01,31,56.18,1,1,Winter,0,,262.0,8.0,5.0,73.0,1,0,1,2024
2024-01-01,SKU051,7,1876.49,268.07,0,Decor,General,2023-01-01,146,268.07,1,1,Winter,0,,63.0,11.0,16.0,26.0,1,0,1,2024
2024-01-01,SKU052,6,1743.72,290.62,0,Decor,General,2023-01-01,178,290.62,1,1,Winter,0,,210.0,16.0,20.0,23.0,1,0,1,2024
2024-01-01,SKU053,16,1850.98,115.69,1,Kitchen,General,2023-01-01,77,128.54,1,1,Winter,0,,188.0,85.0,6.0,46.0,1,0,1,2024
2024-01-01,SKU054,16,1997.12,124.82,0,Decor,General,2023-01-01,64,124.82,1,1,Winter,0,,201.0,85.0,16.0,75.0,1,0,1,2024
2024-01-01,SKU055,11,3206.39,291.49,0,Appliances,General,2023-01-01,192,291.49,1,1,Winter,0,,46.0,36.0,12.0,42.0,1,0,1,2024
2024-01-01,SKU056,19,4473.17,235.43,0,Kitchen,General,2023-01-01,122,235.43,1,1,Winter,0,,73.0,73.0,19.0,33.0,1,0,1,2024
2024-01-01,SKU057,11,583.51,53.05,1,Furniture,General,2023-01-01,40,58.94,1,1,Winter,0,,99.0,84.0,18.0,34.0,1,0,1,2024
2024-01-01,SKU058,12,1514.52,126.21,0,Decor,General,2023-01-01,96,126.21,1,1,Winter,0,,75.0,44.0,20.0,43.0,1,0,1,2024
2024-01-01,SKU059,15,3489.9,232.66,0,Furniture,General,2023-01-01,160,232.66,1,1,Winter,0,,78.0,97.0,11.0,56.0,1,0,1,2024
2024-01-01,SKU060,2,665.36,332.68,0,Decor,General,2023-01-01,191,332.68,1,1,Winter,0,,135.0,54.0,20.0,69.0,1,0,1,2024
2024-01-01,SKU061,8,417.68,52.21,0,Appliances,General,2023-01-01,27,52.21,1,1,Winter,0,,33.0,77.0,11.0,21.0,1,0,1,2024
2024-01-01,SKU062,10,464.8,46.48,0,Appliances,General,2023-01-01,28,46.48,1,1,Winter,0,,112.0,34.0,12.0,78.0,1,0,1,2024
2024-01-01,SKU063,12,3561.6,296.8,0,Decor,General,2023-01-01,181,296.8,1,1,Winter,0,,193.0,44.0,3.0,31.0,1,0,1,2024
2024-01-01,SKU064,8,3049.6,381.2,0,Kitchen,General,2023-01-01,195,381.2,1,1,Winter,0,,93.0,72.0,15.0,24.0,1,0,1,2024
2024-01-01,SKU065,8,1065.12,133.14,0,Kitchen,General,2023-01-01,72,133.14,1,1,Winter,0,,92.0,94.0,3.0,25.0,1,0,1,2024
2024-01-01,SKU066,9,713.07,79.23,0,Kitchen,General,2023-01-01,58,79.23,1,1,Winter,0,,291.0,27.0,15.0,46.0,1,0,1,2024
2024-01-01,SKU067,18,2586.33,143.69,1,Kitchen,General,2023-01-01,100,159.65,1,1,Winter,0,,252.0,43.0,8.0,43.0,1,0,1,2024
2024-01-01,SKU068,11,2884.53,262.23,0,Furniture,General,2023-01-01,196,262.23,1,1,Winter,0,,179.0,92.0,13.0,69.0,1,0,1,2024
2024-01-01,SKU069,11,435.05,39.55,0,Appliances,General,2023-01-01,25,39.55,1,1,Winter,0,,63.0,6.0,7.0,30.0,1,0,1,2024
2024-01-01,SKU070,13,709.02,54.54,0,Decor,General,2023-01-01,37,54.54,1,1,Winter,0,,45.0,86.0,5.0,37.0,1,0,1,2024
2024-01-01,SKU071,14,3321.64,237.26,0,Kitchen,General,2023-01-01,147,237.26,1,1,Winter,0,,246.0,84.0,16.0,51.0,1,0,1,2024
2024-01-01,SKU072,15,1255.8,83.72,0,Decor,General,2023-01-01,56,83.72,1,1,Winter,0,,246.0,53.0,11.0,33.0,1,0,1,2024
2024-01-01,SKU073,15,700.5,46.7,0,Furniture,General,2023-01-01,29,46.7,1,1,Winter,0,,282.0,14.0,14.0,47.0,1,0,1,2024
2024-01-01,SKU074,12,463.68,38.64,0,Furniture,General,2023-01-01,22,38.64,1,1,Winter,0,,76.0,36.0,21.0,51.0,1,0,1,2024
2024-01-01,SKU075,14,900.2,64.3,0,Decor,General,2023-01-01,33,64.3,1,1,Winter,0,,289.0,85.0,12.0,22.0,1,0,1,2024
2024-01-01,SKU076,13,1071.07,82.39,0,Kitchen,General,2023-01-01,52,82.39,1,1,Winter,0,,132.0,50.0,4.0,20.0,1,0,1,2024
2024-01-01,SKU077,5,609.7,121.94,0,Furniture,General,2023-01-01,64,121.94,1,1,Winter,0,,124.0,38.0,9.0,69.0,1,0,1,2024
2024-01-01,SKU078,8,651.12,81.39,0,Kitchen,General,2023-01-01,52,81.39,1,1,Winter,0,,90.0,97.0,11.0,38.0,1,0,1,2024
2024-01-01,SKU079,12,1800.48,150.04,0,Kitchen,General,2023-01-01,77,150.04,1,1,Winter,0,,187.0,15.0,3.0,51.0,1,0,1,2024
2024-01-01,SKU080,14,1854.72,132.48,0,Kitchen,General,2023-01-01,83,132.48,1,1,Winter,0,,240.0,22.0,7.0,44.0,1,0,1,2024
2024-01-01,SKU081,18,1263.78,70.21,0,Decor,General,2023-01-01,49,70.21,1,1,Winter,0,,292.0,90.0,10.0,52.0,1,0,1,2024
2024-01-01,SKU082,14,573.02,40.93,0,Furniture,General,2023-01-01,24,40.93,1,1,Winter,0,,201.0,9.0,15.0,75.0,1,0,1,2024
2024-01-01,SKU083,15,1809.0,120.6,0,Kitchen,General,2023-01-01,90,120.6,1,1,Winter,0,,41.0,55.0,3.0,49.0,1,0,1,2024
2024-01-01,SKU084,9,2413.89,268.21,0,Decor,General,2023-01-01,138,268.21,1,1,Winter,0,,59.0,40.0,21.0,47.0,1,0,1,2024
2024-01-01,SKU085,9,426.06,47.34,0,Furniture,General,2023-01-01,24,47.34,1,1,Winter,0,,227.0,90.0,16.0,38.0,1,0,1,2024
2024-01-01,SKU086,13,998.79,76.83,0,Furniture,General,2023-01-01,57,76.83,1,1,Winter,0,,78.0,51.0,3.0,40.0,1,0,1,2024
2024-01-01,SKU087,5,1732.0,346.4,0,Kitchen,General,2023-01-01,182,346.4,1,1,Winter,0,,107.0,79.0,17.0,73.0,1,0,1,2024
2024-01-01,SKU088,7,548.52,78.36,0,Decor,General,2023-01-01,40,78.36,1,1,Winter,0,,205.0,11.0,16.0,74.0,1,0,1,2024
2024-01-01,SKU089,14,3796.1,271.15,0,Furniture,General,2023-01-01,158,271.15,1,1,Winter,0,,74.0,31.0,16.0,57.0,1,0,1,2024
2024-01-01,SKU090,12,2471.28,205.94,0,Appliances,General,2023-01-01,117,205.94,1,1,Winter,0,,225.0,67.0,5.0,45.0,1,0,1,2024
2024-01-01,SKU091,11,1206.37,109.67,0,Appliances,General,2023-01-01,76,109.67,1,1,Winter,0,,178.0,95.0,13.0,34.0,1,0,1,2024
2024-01-01,SKU092,11,1160.5,105.5,0,Decor,General,2023-01-01,71,105.5,1,1,Winter,0,,190.0,99.0,8.0,24.0,1,0,1,2024
2024-01-01,SKU093,5,1585.4,317.08,0,Kitchen,General,2023-01-01,181,317.08,1,1,Winter,0,,281.0,81.0,6.0,53.0,1,0,1,2024
2024-01-01,SKU094,8,1404.24,175.53,0,Furniture,General,2023-01-01,90,175.53,1,1,Winter,0,,281.0,24.0,14.0,42.0,1,0,1,2024
2024-01-01,SKU095,8,155.6,19.45,0,Furniture,General,2023-01-01,12,19.45,1,1,Winter,0,,95.0,30.0,6.0,29.0,1,0,1,2024
2024-01-01,SKU096,13,610.22,46.94,0,Appliances,General,2023-01-01,28,46.94,1,1,Winter,0,,151.0,25.0,8.0,58.0,1,0,1,2024
2024-01-01,SKU097,16,1343.84,83.99,0,Furniture,General,2023-01-01,43,83.99,1,1,Winter,0,,98.0,97.0,5.0,31.0,1,0,1,2024
2024-01-01,SKU098,2,224.44,112.22,0,Decor,General,2023-01-01,72,112.22,1,1,Winter,0,,272.0,59.0,21.0,68.0,1,0,1,2024
2024-01-01,SKU099,11,2527.8,229.8,0,Appliances,General,2023-01-01,122,229.8,1,1,Winter,0,,249.0,87.0,21.0,61.0,1,0,1,2024
2024-01-01,SKU100,13,4291.56,330.12,0,Furniture,General,2023-01-01,166,330.12,1,1,Winter,0,,185.0,80.0,13.0,29.0,1,0,1,2024
2024-01-01,SKU101,6,2021.76,336.96,0,Appliances,General,2023-01-01,180,336.96,1,1,Winter,0,,245.0,8.0,18.0,48.0,1,0,1,2024
2024-01-01,SKU102,12,2948.16,245.68,0,Decor,General,2023-01-01,179,245.68,1,1,Winter,0,,175.0,35.0,21.0,23.0,1,0,1,2024
2024-01-01,SKU103,13,1382.16,106.32,0,Furniture,General,2023-01-01,77,106.32,1,1,Winter,0,,200.0,64.0,5.0,39.0,1,0,1,2024
2024-01-01,SKU104,12,4049.4,337.45,0,Appliances,General,2023-01-01,200,337.45,1,1,Winter,0,,256.0,57.0,4.0,23.0,1,0,1,2024
2024-01-01,SKU105,13,1837.16,141.32,0,Appliances,General,2023-01-01,82,141.32,1,1,Winter,0,,208.0,36.0,5.0,61.0,1,0,1,2024
2024-01-01,SKU106,4,441.76,110.44,0,Appliances,General,2023-01-01,62,110.44,1,1,Winter,0,,66.0,78.0,19.0,44.0,1,0,1,2024
2024-01-01,SKU107,20,4108.14,205.41,1,Furniture,General,2023-01-01,139,228.23,1,1,Winter,0,,256.0,74.0,20.0,70.0,1,0,1,2024
2024-01-01,SKU108,13,673.34,51.8,1,Appliances,General,2023-01-01,33,57.55,1,1,Winter,0,,41.0,57.0,21.0,61.0,1,0,1,2024
2024-01-01,SKU109,8,218.8,27.35,0,Decor,General,2023-01-01,21,27.35,1,1,Winter,0,,116.0,41.0,18.0,52.0,1,0,1,2024
2024-01-01,SKU110,8,2748.4,343.55,0,Decor,General,2023-01-01,173,343.55,1,1,Winter,0,,97.0,7.0,17.0,26.0,1,0,1,2024
2024-01-01,SKU111,16,4611.6,288.23,1,Kitchen,General,2023-01-01,199,320.25,1,1,Winter,0,,195.0,91.0,5.0,52.0,1,0,1,2024
2024-01-01,SKU112,14,2799.16,199.94,0,Furniture,General,2023-01-01,153,199.94,1,1,Winter,0,,108.0,5.0,10.0,65.0,1,0,1,2024
2024-01-01,SKU113,11,3954.39,359.49,0,Furniture,General,2023-01-01,186,359.49,1,1,Winter,0,,244.0,56.0,19.0,53.0,1,0,1,2024
2024-01-01,SKU114,12,2131.32,177.61,0,Decor,General,2023-01-01,104,177.61,1,1,Winter,0,,101.0,46.0,14.0,78.0,1,0,1,2024
2024-01-01,SKU115,11,1833.81,166.71,0,Appliances,General,2023-01-01,120,166.71,1,1,Winter,0,,164.0,49.0,16.0,69.0,1,0,1,2024
2024-01-01,SKU116,13,2325.02,178.85,1,Furniture,General,2023-01-01,103,198.72,1,1,Winter,0,,193.0,86.0,4.0,70.0,1,0,1,2024
2024-01-01,SKU117,13,1899.95,146.15,0,Decor,General,2023-01-01,101,146.15,1,1,Winter,0,,191.0,8.0,13.0,26.0,1,0,1,2024
2024-01-01,SKU118,19,4692.05,246.95,0,Kitchen,General,2023-01-01,180,246.95,1,1,Winter,0,,217.0,36.0,11.0,66.0,1,0,1,2024
2024-01-01,SKU119,10,3065.4,306.54,0,Decor,General,2023-01-01,168,306.54,1,1,Winter,0,,96.0,42.0,5.0,57.0,1,0,1,2024
2024-01-01,SKU120,10,1011.5,101.15,0,Decor,General,2023-01-01,51,101.15,1,1,Winter,0,,92.0,44.0,12.0,61.0,1,0,1,2024
2024-01-01,SKU121,10,1515.0,151.5,0,Appliances,General,2023-01-01,115,151.5,1,1,Winter,0,,220.0,16.0,5.0,39.0,1,0,1,2024
2024-01-01,SKU122,8,1712.64,214.08,0,Decor,General,2023-01-01,115,214.08,1,1,Winter,0,,212.0,82.0,13.0,72.0,1,0,1,2024
2024-01-01,SKU123,9,990.81,110.09,0,Furniture,General,2023-01-01,78,110.09,1,1,Winter,0,,85.0,85.0,19.0,25.0,1,0,1,2024
2024-01-01,SKU124,12,2453.16,204.43,0,Kitchen,General,2023-01-01,107,204.43,1,1,Winter,0,,236.0,65.0,14.0,21.0,1,0,1,2024
2024-01-01,SKU125,11,1045.22,95.02,0,Kitchen,General,2023-01-01,66,95.02,1,1,Winter,0,,205.0,39.0,8.0,80.0,1,0,1,2024
2024-01-01,SKU126,14,1888.11,134.87,1,Decor,General,2023-01-01,99,149.85,1,1,Winter,0,,129.0,43.0,18.0,32.0,1,0,1,2024
2024-01-01,SKU127,14,1234.94,88.21,0,Decor,General,2023-01-01,67,88.21,1,1,Winter,0,,135.0,17.0,7.0,24.0,1,0,1,2024
2024-01-01,SKU128,9,1542.06,171.34,0,Furniture,General,2023-01-01,112,171.34,1,1,Winter,0,,171.0,100.0,6.0,52.0,1,0,1,2024
2024-01-01,SKU129,18,2253.78,125.21,0,Kitchen,General,2023-01-01,81,125.21,1,1,Winter,0,,296.0,94.0,19.0,22.0,1,0,1,2024
2024-01-01,SKU130,12,4363.08,363.59,0,Appliances,General,2023-01-01,183,363.59,1,1,Winter,0,,192.0,98.0,7.0,58.0,1,0,1,2024
2024-01-01,SKU131,7,164.29,23.47,0,Appliances,General,2023-01-01,17,23.47,1,1,Winter,0,,212.0,19.0,8.0,31.0,1,0,1,2024
2024-01-01,SKU132,5,469.25,93.85,0,Appliances,General,2023-01-01,55,93.85,1,1,Winter,0,,104.0,92.0,17.0,22.0,1,0,1,2024
2024-01-01,SKU133,8,209.12,26.14,0,Kitchen,General,2023-01-01,19,26.14,1,1,Winter,0,,230.0,46.0,10.0,48.0,1,0,1,2024
2024-01-01,SKU134,17,3015.46,177.38,0,Appliances,General,2023-01-01,98,177.38,1,1,Winter,0,,165.0,96.0,17.0,34.0,1,0,1,2024
2024-01-01,SKU135,19,3964.35,208.65,0,Furniture,General,2023-01-01,121,208.65,1,1,Winter,0,,293.0,30.0,12.0,71.0,1,0,1,2024
2024-01-01,SKU136,3,625.2,208.4,0,Decor,General,2023-01-01,108,208.4,1,1,Winter,0,,260.0,24.0,14.0,63.0,1,0,1,2024
2024-01-01,SKU137,14,1397.62,99.83,0,Kitchen,General,2023-01-01,75,99.83,1,1,Winter,0,,245.0,59.0,12.0,69.0,1,0,1,2024
2024-01-01,SKU138,8,133.12,16.64,0,Decor,General,2023-01-01,10,16.64,1,1,Winter,0,,215.0,64.0,19.0,46.0,1,0,1,2024
2024-01-01,SKU139,15,2475.0,165.0,0,Appliances,General,2023-01-01,103,165.0,1,1,Winter,0,,102.0,25.0,7.0,75.0,1,0,1,2024
2024-01-01,SKU140,9,2311.56,256.84,0,Furniture,General,2023-01-01,169,256.84,1,1,Winter,0,,148.0,6.0,18.0,75.0,1,0,1,2024
2024-01-01,SKU141,10,3744.3,374.43,0,Appliances,General,2023-01-01,194,374.43,1,1,Winter,0,,210.0,70.0,6.0,65.0,1,0,1,2024
2024-01-01,SKU142,10,2854.6,285.46,0,Kitchen,General,2023-01-01,180,285.46,1,1,Winter,0,,284.0,15.0,12.0,25.0,1,0,1,2024
2024-01-01,SKU143,15,4249.65,283.31,0,Decor,General,2023-01-01,188,283.31,1,1,Winter,0,,102.0,34.0,17.0,77.0,1,0,1,2024
2024-01-01,SKU144,11,1034.66,94.06,0,Kitchen,General,2023-01-01,59,94.06,1,1,Winter,0,,282.0,18.0,16.0,25.0,1,0,1,2024
2024-01-01,SKU145,19,6341.06,333.74,0,Decor,General,2023-01-01,183,333.74,1,1,Winter,0,,133.0,57.0,14.0,79.0,1,0,1,2024
2024-01-01,SKU146,22,5615.87,255.27,1,Kitchen,General,2023-01-01,167,283.63,1,1,Winter,0,,33.0,53.0,4.0,45.0,1,0,1,2024
2024-01-01,SKU147,19,5368.26,282.54,0,Appliances,General,2023-01-01,150,282.54,1,1,Winter,0,,277.0,47.0,10.0,44.0,1,0,1,2024
2024-01-01,SKU148,9,972.89,108.1,1,Appliances,General,2023-01-01,83,120.11,1,1,Winter,0,,61.0,47.0,10.0,21.0,1,0,1,2024
2024-01-01,SKU149,11,2283.49,207.59,0,Decor,General,2023-01-01,129,207.59,1,1,Winter,0,,183.0,12.0,13.0,70.0,1,0,1,2024
2024-01-01,SKU150,17,3882.29,228.37,0,Decor,General,2023-01-01,140,228.37,1,1,Winter,0,,94.0,17.0,4.0,38.0,1,0,1,2024
2024-01-01,SKU151,9,2177.73,241.97,0,Appliances,General,2023-01-01,178,241.97,1,1,Winter,0,,261.0,89.0,7.0,68.0,1,0,1,2024
2024-01-01,SKU152,17,1050.77,61.81,0,Decor,General,2023-01-01,33,61.81,1,1,Winter,0,,260.0,57.0,3.0,77.0,1,0,1,2024
2024-01-01,SKU153,6,1656.9,276.15,0,Decor,General,2023-01-01,182,276.15,1,1,Winter,0,,60.0,2.0,11.0,33.0,1,0,1,2024
2024-01-01,SKU154,6,371.4,61.9,0,Decor,General,2023-01-01,47,61.9,1,1,Winter,0,,96.0,70.0,19.0,47.0,1,0,1,2024
2024-01-01,SKU155,9,2037.15,226.35,0,Furniture,General,2023-01-01,131,226.35,1,1,Winter,0,,76.0,99.0,12.0,35.0,1,0,1,2024
2024-01-01,SKU156,10,2003.5,200.35,0,Decor,General,2023-01-01,126,200.35,1,1,Winter,0,,174.0,15.0,4.0,35.0,1,0,1,2024
2024-01-01,SKU157,12,4139.76,344.98,0,Kitchen,General,2023-01-01,193,344.98,1,1,Winter,0,,234.0,81.0,17.0,24.0,1,0,1,2024
2024-01-01,SKU158,13,2141.49,164.73,0,Furniture,General,2023-01-01,112,164.73,1,1,Winter,0,,76.0,63.0,20.0,21.0,1,0,1,2024
2024-01-01,SKU159,11,750.86,68.26,0,Decor,General,2023-01-01,37,68.26,1,1,Winter,0,,283.0,73.0,10.0,65.0,1,0,1,2024
2024-01-01,SKU160,10,1024.6,102.46,0,Kitchen,General,2023-01-01,55,102.46,1,1,Winter,0,,93.0,37.0,16.0,20.0,1,0,1,2024
2024-01-01,SKU161,15,557.7,37.18,0,Furniture,General,2023-01-01,22,37.18,1,1,Winter,0,,200.0,30.0,21.0,46.0,1,0,1,2024
2024-01-01,SKU162,17,2686.07,158.0,1,Kitchen,General,2023-01-01,126,175.56,1,1,Winter,0,,115.0,85.0,5.0,53.0,1,0,1,2024
2024-01-01,SKU163,9,2708.28,300.92,0,Appliances,General,2023-01-01,180,300.92,1,1,Winter,0,,204.0,8.0,19.0,54.0,1,0,1,2024
2024-01-01,SKU164,13,2764.45,212.65,0,Kitchen,General,2023-01-01,123,212.65,1,1,Winter,0,,279.0,100.0,19.0,55.0,1,0,1,2024
2024-01-01,SKU165,13,3143.66,241.82,0,Decor,General,2023-01-01,150,241.82,1,1,Winter,0,,30.0,49.0,18.0,22.0,1,0,1,2024
2024-01-01,SKU166,14,5328.54,380.61,0,Kitchen,General,2023-01-01,200,380.61,1,1,Winter,0,,218.0,47.0,11.0,67.0,1,0,1,2024
2024-01-01,SKU167,10,1387.9,138.79,0,Appliances,General,2023-01-01,76,138.79,1,1,Winter,0,,28.0,45.0,5.0,42.0,1,0,1,2024
2024-01-01,SKU168,7,1640.87,234.41,0,Decor,General,2023-01-01,143,234.41,1,1,Winter,0,,143.0,93.0,6.0,69.0,1,0,1,2024
2024-01-01,SKU169,9,1157.67,128.63,0,Appliances,General,2023-01-01,80,128.63,1,1,Winter,0,,190.0,17.0,4.0,42.0,1,0,1,2024
2024-01-01,SKU170,8,834.48,104.31,0,Appliances,General,2023-01-01,70,104.31,1,1,Winter,0,,299.0,43.0,8.0,73.0,1,0,1,2024
2024-01-01,SKU171,8,1606.0,200.75,0,Decor,General,2023-01-01,148,200.75,1,1,Winter,0,,257.0,89.0,18.0,60.0,1,0,1,2024
