date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-01-01,SKU175,10,1558.6,155.86,0
2024-01-01,SKU176,7,1475.18,210.74,0
2024-01-01,SKU177,13,3196.7,245.9,0
2024-01-01,SKU178,10,1509.0,150.9,0
2024-01-01,SKU179,10,1961.8,196.18,0
2024-01-01,SKU180,22,3856.64,175.3,1
2024-01-01,SKU181,11,1946.12,176.92,0
2024-01-01,SKU182,12,3856.2,321.35,0
2024-01-01,SKU183,20,5520.6,276.03,0
2024-01-01,SKU184,10,834.3,83.43,0
2024-01-01,SKU185,17,3205.86,188.58,0
2024-01-01,SKU186,8,434.0,54.25,0
2024-01-01,SKU187,12,2192.16,182.68,0
2024-01-01,SKU188,14,2290.68,163.62,0
2024-01-01,SKU189,12,1714.44,142.87,0
2024-01-01,SKU190,5,739.7,147.94,0
2024-01-01,SKU191,11,1533.95,139.45,0
2024-01-01,SKU192,11,280.94,25.54,0
2024-01-01,SKU193,15,1947.24,129.82,1
2024-01-01,SKU194,13,3038.88,233.76,0
2024-01-01,SKU195,9,945.81,105.09,0
2024-01-01,SKU196,13,3090.49,237.73,0
2024-01-01,SKU197,8,1853.52,231.69,0
2024-01-01,SKU198,15,3462.9,230.86,0
2024-01-01,SKU199,20,1793.0,89.65,0
2024-01-01,SKU200,7,705.18,100.74,0
2024-01-02,SKU001,17,4052.46,238.38,0
2024-01-02,SKU002,16,1677.6,104.85,0
2024-01-02,SKU003,7,2329.46,332.78,0
2024-01-02,SKU004,8,2054.8,256.85,0
2024-01-02,SKU005,13,623.35,47.95,0
2024-01-02,SKU006,13,2862.6,220.2,0
2024-01-02,SKU007,19,2024.45,106.55,0
2024-01-02,SKU008,11,221.54,20.14,0
2024-01-02,SKU009,8,2400.16,300.02,0
2024-01-02,SKU010,6,426.54,71.09,0
2024-01-02,SKU011,11,540.54,49.14,0
2024-01-02,SKU012,14,2677.08,191.22,0
2024-01-02,SKU013,13,494.39,38.03,0
2024-01-02,SKU014,15,2154.75,143.65,0
2024-01-02,SKU015,12,3535.2,294.6,0
2024-01-02,SKU016,9,2027.07,225.23,0
2024-01-02,SKU017,7,259.14,37.02,0
2024-01-02,SKU018,10,569.6,56.96,0
2024-01-02,SKU019,13,2078.96,159.92,0
2024-01-02,SKU020,11,874.72,79.52,0
2024-01-02,SKU021,7,1883.91,269.13,0
2024-01-02,SKU022,12,3454.08,287.84,0
2024-01-02,SKU023,14,1159.2,82.8,0
2024-01-02,SKU024,19,5270.9,277.42,1
2024-01-02,SKU025,9,2542.41,282.49,0
2024-01-02,SKU026,11,1402.72,127.52,0
2024-01-02,SKU027,6,999.54,166.59,0
2024-01-02,SKU028,8,2372.72,296.59,0
2024-01-02,SKU029,17,1913.52,112.56,0
2024-01-02,SKU030,6,1692.54,282.09,0
2024-01-02,SKU031,16,1060.32,66.27,0
2024-01-02,SKU032,19,4833.22,254.38,0
2024-01-02,SKU033,8,1186.08,148.26,0
2024-01-02,SKU034,16,3317.18,207.32,1
2024-01-02,SKU035,15,802.05,53.47,0
2024-01-02,SKU036,11,3229.27,293.57,0
2024-01-02,SKU037,16,2708.0,169.25,0
2024-01-02,SKU038,15,3210.3,214.02,0
2024-01-02,SKU039,14,4648.42,332.03,0
2024-01-02,SKU040,16,4282.08,267.63,0
2024-01-02,SKU041,13,2219.1,170.7,0
2024-01-02,SKU042,11,4082.54,371.14,0
2024-01-02,SKU043,18,4554.18,253.01,0
2024-01-02,SKU044,9,2308.59,256.51,0
2024-01-02,SKU045,7,535.71,76.53,0
2024-01-02,SKU046,14,3668.87,262.06,1
2024-01-02,SKU047,6,1493.34,248.89,0
2024-01-02,SKU048,10,741.1,74.11,0
2024-01-02,SKU049,13,1237.34,95.18,0
2024-01-02,SKU050,8,449.44,56.18,0
2024-01-02,SKU051,14,3752.98,268.07,0
2024-01-02,SKU052,15,4359.3,290.62,0
2024-01-02,SKU053,16,2056.64,128.54,0
2024-01-02,SKU054,18,2246.76,124.82,0
2024-01-02,SKU055,9,2623.41,291.49,0
2024-01-02,SKU056,15,3531.45,235.43,0
2024-01-02,SKU057,14,825.16,58.94,0
2024-01-02,SKU058,13,1640.73,126.21,0
2024-01-02,SKU059,12,2791.92,232.66,0
2024-01-02,SKU060,12,3992.16,332.68,0
2024-01-02,SKU061,3,156.63,52.21,0
2024-01-02,SKU062,17,790.16,46.48,0
2024-01-02,SKU063,17,5045.6,296.8,0
2024-01-02,SKU064,9,3430.8,381.2,0
2024-01-02,SKU065,16,2130.24,133.14,0
2024-01-02,SKU066,11,871.53,79.23,0
2024-01-02,SKU067,15,2394.75,159.65,0
2024-01-02,SKU068,14,3671.22,262.23,0
2024-01-02,SKU069,10,395.5,39.55,0
2024-01-02,SKU070,11,599.94,54.54,0
2024-01-02,SKU071,15,3558.9,237.26,0
2024-01-02,SKU072,7,586.04,83.72,0
2024-01-02,SKU073,18,756.54,42.03,1
2024-01-02,SKU074,13,502.32,38.64,0
2024-01-02,SKU075,11,707.3,64.3,0
2024-01-02,SKU076,17,1260.57,74.15,1
2024-01-02,SKU077,9,1097.46,121.94,0
2024-01-02,SKU078,14,1139.46,81.39,0
2024-01-02,SKU079,4,600.16,150.04,0
2024-01-02,SKU080,9,1192.32,132.48,0
2024-01-02,SKU081,13,912.73,70.21,0
2024-01-02,SKU082,13,532.09,40.93,0
2024-01-02,SKU083,8,964.8,120.6,0
2024-01-02,SKU084,10,2682.1,268.21,0
2024-01-02,SKU085,11,520.74,47.34,0
2024-01-02,SKU086,17,1175.5,69.15,1
2024-01-02,SKU087,13,4503.2,346.4,0
2024-01-02,SKU088,7,548.52,78.36,0
2024-01-02,SKU089,17,4609.55,271.15,0
2024-01-02,SKU090,19,3912.86,205.94,0
2024-01-02,SKU091,6,658.02,109.67,0
2024-01-02,SKU092,6,633.0,105.5,0
2024-01-02,SKU093,7,2219.56,317.08,0
2024-01-02,SKU094,11,1930.83,175.53,0
2024-01-02,SKU095,15,291.75,19.45,0
2024-01-02,SKU096,12,563.28,46.94,0
2024-01-02,SKU097,8,671.92,83.99,0
2024-01-02,SKU098,20,2244.4,112.22,0
2024-01-02,SKU099,9,2068.2,229.8,0
2024-01-02,SKU100,10,3301.2,330.12,0
2024-01-02,SKU101,9,3032.64,336.96,0
2024-01-02,SKU102,15,3316.68,221.11,1
2024-01-02,SKU103,5,531.6,106.32,0
2024-01-02,SKU104,11,3711.95,337.45,0
2024-01-02,SKU105,13,1837.16,141.32,0
2024-01-02,SKU106,9,993.96,110.44,0
2024-01-02,SKU107,13,2966.99,228.23,0
2024-01-02,SKU108,16,920.8,57.55,0
2024-01-02,SKU109,13,355.55,27.35,0
2024-01-02,SKU110,16,5496.8,343.55,0
2024-01-02,SKU111,15,4803.75,320.25,0
2024-01-02,SKU112,6,1199.64,199.94,0
2024-01-02,SKU113,0,0.0,359.49,0
2024-01-02,SKU114,6,1065.66,177.61,0
2024-01-02,SKU115,16,2667.36,166.71,0
2024-01-02,SKU116,10,1987.2,198.72,0
2024-01-02,SKU117,8,1169.2,146.15,0
2024-01-02,SKU118,4,987.8,246.95,0
2024-01-02,SKU119,11,3371.94,306.54,0
2024-01-02,SKU120,16,1618.4,101.15,0
2024-01-02,SKU121,9,1363.5,151.5,0
2024-01-02,SKU122,21,4495.68,214.08,0
2024-01-02,SKU123,10,1100.9,110.09,0
2024-01-02,SKU124,6,1226.58,204.43,0
2024-01-02,SKU125,3,285.06,95.02,0
2024-01-02,SKU126,8,1198.8,149.85,0
2024-01-02,SKU127,7,617.47,88.21,0
2024-01-02,SKU128,9,1542.06,171.34,0
2024-01-02,SKU129,8,1001.68,125.21,0
2024-01-02,SKU130,17,6181.03,363.59,0
2024-01-02,SKU131,18,380.21,21.12,1
2024-01-02,SKU132,11,1032.35,93.85,0
2024-01-02,SKU133,11,287.54,26.14,0
2024-01-02,SKU134,9,1596.42,177.38,0
2024-01-02,SKU135,9,1877.85,208.65,0
2024-01-02,SKU136,10,2084.0,208.4,0
2024-01-02,SKU137,12,1197.96,99.83,0
2024-01-02,SKU138,13,216.32,16.64,0
2024-01-02,SKU139,12,1980.0,165.0,0
2024-01-02,SKU140,13,3338.92,256.84,0
2024-01-02,SKU141,11,4118.73,374.43,0
2024-01-02,SKU142,10,2854.6,285.46,0
2024-01-02,SKU143,15,4249.65,283.31,0
2024-01-02,SKU144,16,1504.96,94.06,0
2024-01-02,SKU145,8,2669.92,333.74,0
2024-01-02,SKU146,6,1701.78,283.63,0
2024-01-02,SKU147,18,5085.72,282.54,0
2024-01-02,SKU148,14,1681.54,120.11,0
2024-01-02,SKU149,11,2283.49,207.59,0
2024-01-02,SKU150,9,1849.8,205.53,1
2024-01-02,SKU151,5,1209.85,241.97,0
2024-01-02,SKU152,15,927.15,61.81,0
2024-01-02,SKU153,20,4970.7,248.53,1
2024-01-02,SKU154,5,309.5,61.9,0
2024-01-02,SKU155,14,3168.9,226.35,0
2024-01-02,SKU156,14,2524.41,180.31,1
2024-01-02,SKU157,4,1379.92,344.98,0
2024-01-02,SKU158,6,988.38,164.73,0
2024-01-02,SKU159,8,546.08,68.26,0
2024-01-02,SKU160,8,819.68,102.46,0
2024-01-02,SKU161,8,297.44,37.18,0
2024-01-02,SKU162,11,1931.16,175.56,0
2024-01-02,SKU163,11,3310.12,300.92,0
2024-01-02,SKU164,6,1275.9,212.65,0
2024-01-02,SKU165,15,3264.57,217.64,1
2024-01-02,SKU166,14,5328.54,380.61,0
2024-01-02,SKU167,7,971.53,138.79,0
2024-01-02,SKU168,8,1875.28,234.41,0
2024-01-02,SKU169,10,1286.3,128.63,0
2024-01-02,SKU170,15,1564.65,104.31,0
2024-01-02,SKU171,2,401.5,200.75,0
2024-01-02,SKU172,18,1752.84,97.38,1
2024-01-02,SKU173,9,2479.14,275.46,0
2024-01-02,SKU174,13,2269.8,174.6,0
2024-01-02,SKU175,9,1402.74,155.86,0
2024-01-02,SKU176,10,2107.4,210.74,0
2024-01-02,SKU177,9,2213.1,245.9,0
2024-01-02,SKU178,8,1207.2,150.9,0
2024-01-02,SKU179,19,3727.42,196.18,0
2024-01-02,SKU180,8,1558.24,194.78,0
2024-01-02,SKU181,5,884.6,176.92,0
2024-01-02,SKU182,4,1285.4,321.35,0
2024-01-02,SKU183,16,4416.48,276.03,0
2024-01-02,SKU184,10,834.3,83.43,0
2024-01-02,SKU185,7,1320.06,188.58,0
2024-01-02,SKU186,16,868.0,54.25,0
2024-01-02,SKU187,14,2557.52,182.68,0
2024-01-02,SKU188,4,654.48,163.62,0
2024-01-02,SKU189,6,857.22,142.87,0
2024-01-02,SKU190,8,1183.52,147.94,0
2024-01-02,SKU191,6,836.7,139.45,0
2024-01-02,SKU192,18,459.72,25.54,0
2024-01-02,SKU193,14,2019.36,144.24,0
2024-01-02,SKU194,10,2337.6,233.76,0
2024-01-02,SKU195,14,1471.26,105.09,0
2024-01-02,SKU196,8,1901.84,237.73,0
2024-01-02,SKU197,3,695.07,231.69,0
2024-01-02,SKU198,12,2770.32,230.86,0
2024-01-02,SKU199,19,1533.02,80.69,1
2024-01-02,SKU200,15,1511.1,100.74,0
2024-01-03,SKU001,10,2383.8,238.38,0
2024-01-03,SKU002,13,1226.74,94.36,1
2024-01-03,SKU003,14,4658.92,332.78,0
2024-01-03,SKU004,17,3929.81,231.17,1
2024-01-03,SKU005,10,479.5,47.95,0
2024-01-03,SKU006,12,2378.16,198.18,1
2024-01-03,SKU007,16,1704.8,106.55,0
2024-01-03,SKU008,11,221.54,20.14,0
2024-01-03,SKU009,15,4500.3,300.02,0
2024-01-03,SKU010,16,1137.44,71.09,0
2024-01-03,SKU011,6,294.84,49.14,0
2024-01-03,SKU012,17,3250.74,191.22,0
2024-01-03,SKU013,10,380.3,38.03,0
2024-01-03,SKU014,13,1867.45,143.65,0
2024-01-03,SKU015,17,5008.2,294.6,0
2024-01-03,SKU016,17,3828.91,225.23,0
2024-01-03,SKU017,10,370.2,37.02,0
2024-01-03,SKU018,13,740.48,56.96,0
2024-01-03,SKU019,12,1919.04,159.92,0
2024-01-03,SKU020,0,0.0,79.52,0
2024-01-03,SKU021,8,2153.04,269.13,0
2024-01-03,SKU022,13,3741.92,287.84,0
2024-01-03,SKU023,13,1076.4,82.8,0
2024-01-03,SKU024,14,4315.36,308.24,0
2024-01-03,SKU025,17,4802.33,282.49,0
2024-01-03,SKU026,13,1657.76,127.52,0
2024-01-03,SKU027,14,2332.26,166.59,0
2024-01-03,SKU028,15,4003.96,266.93,1
2024-01-03,SKU029,6,675.36,112.56,0
2024-01-03,SKU030,13,3667.17,282.09,0
2024-01-03,SKU031,16,1060.32,66.27,0
2024-01-03,SKU032,13,3306.94,254.38,0
2024-01-03,SKU033,12,1779.12,148.26,0
2024-01-03,SKU034,9,2073.24,230.36,0
2024-01-03,SKU035,16,855.52,53.47,0
2024-01-03,SKU036,9,2642.13,293.57,0
2024-01-03,SKU037,13,2200.25,169.25,0
2024-01-03,SKU038,9,1926.18,214.02,0
2024-01-03,SKU039,7,2324.21,332.03,0
2024-01-03,SKU040,11,2943.93,267.63,0
2024-01-03,SKU041,6,1024.2,170.7,0
2024-01-03,SKU042,8,2969.12,371.14,0
2024-01-03,SKU043,10,2530.1,253.01,0
2024-01-03,SKU044,11,2821.61,256.51,0
2024-01-03,SKU045,8,612.24,76.53,0
2024-01-03,SKU046,15,4367.7,291.18,0
2024-01-03,SKU047,11,2737.79,248.89,0
2024-01-03,SKU048,14,1037.54,74.11,0
2024-01-03,SKU049,13,1237.34,95.18,0
2024-01-03,SKU050,19,1067.42,56.18,0
2024-01-03,SKU051,15,4021.05,268.07,0
2024-01-03,SKU052,13,3778.06,290.62,0
2024-01-03,SKU053,9,1156.86,128.54,0
2024-01-03,SKU054,13,1622.66,124.82,0
2024-01-03,SKU055,13,3410.43,262.34,1
2024-01-03,SKU056,13,3060.59,235.43,0
2024-01-03,SKU057,15,884.1,58.94,0
2024-01-03,SKU058,13,1640.73,126.21,0
2024-01-03,SKU059,23,4816.06,209.39,1
2024-01-03,SKU060,15,4990.2,332.68,0
2024-01-03,SKU061,12,626.52,52.21,0
2024-01-03,SKU062,14,650.72,46.48,0
2024-01-03,SKU063,14,4155.2,296.8,0
2024-01-03,SKU064,10,3812.0,381.2,0
2024-01-03,SKU065,11,1464.54,133.14,0
2024-01-03,SKU066,5,396.15,79.23,0
2024-01-03,SKU067,10,1596.5,159.65,0
2024-01-03,SKU068,8,2097.84,262.23,0
2024-01-03,SKU069,11,435.05,39.55,0
2024-01-03,SKU070,16,872.64,54.54,0
2024-01-03,SKU071,6,1423.56,237.26,0
2024-01-03,SKU072,18,1506.96,83.72,0
2024-01-03,SKU073,10,467.0,46.7,0
2024-01-03,SKU074,5,193.2,38.64,0
2024-01-03,SKU075,11,707.3,64.3,0
2024-01-03,SKU076,13,1071.07,82.39,0
2024-01-03,SKU077,17,2072.98,121.94,0
2024-01-03,SKU078,12,976.68,81.39,0
2024-01-03,SKU079,11,1650.44,150.04,0
2024-01-03,SKU080,14,1854.72,132.48,0
2024-01-03,SKU081,12,842.52,70.21,0
2024-01-03,SKU082,17,695.81,40.93,0
2024-01-03,SKU083,12,1447.2,120.6,0
2024-01-03,SKU084,7,1877.47,268.21,0
2024-01-03,SKU085,5,236.7,47.34,0
2024-01-03,SKU086,13,998.79,76.83,0
2024-01-03,SKU087,9,3117.6,346.4,0
2024-01-03,SKU088,11,861.96,78.36,0
2024-01-03,SKU089,16,4338.4,271.15,0
2024-01-03,SKU090,10,2059.4,205.94,0
2024-01-03,SKU091,17,1677.95,98.7,1
2024-01-03,SKU092,15,1424.25,94.95,1
2024-01-03,SKU093,10,3170.8,317.08,0
2024-01-03,SKU094,10,1755.3,175.53,0
2024-01-03,SKU095,10,194.5,19.45,0
2024-01-03,SKU096,12,563.28,46.94,0
2024-01-03,SKU097,17,1427.83,83.99,0
2024-01-03,SKU098,13,1312.97,101.0,1
2024-01-03,SKU099,11,2527.8,229.8,0
2024-01-03,SKU100,12,3961.44,330.12,0
2024-01-03,SKU101,10,3369.6,336.96,0
2024-01-03,SKU102,16,3930.88,245.68,0
2024-01-03,SKU103,14,1488.48,106.32,0
2024-01-03,SKU104,11,3711.95,337.45,0
2024-01-03,SKU105,12,1695.84,141.32,0
2024-01-03,SKU106,17,1877.48,110.44,0
2024-01-03,SKU107,12,2738.76,228.23,0
2024-01-03,SKU108,10,575.5,57.55,0
2024-01-03,SKU109,12,328.2,27.35,0
2024-01-03,SKU110,18,6183.9,343.55,0
2024-01-03,SKU111,22,7045.5,320.25,0
2024-01-03,SKU112,18,3598.92,199.94,0
2024-01-03,SKU113,13,4206.03,323.54,1
2024-01-03,SKU114,14,2486.54,177.61,0
2024-01-03,SKU115,11,1833.81,166.71,0
2024-01-03,SKU116,10,1987.2,198.72,0
2024-01-03,SKU117,6,876.9,146.15,0
2024-01-03,SKU118,21,5185.95,246.95,0
2024-01-03,SKU119,14,4291.56,306.54,0
2024-01-03,SKU120,10,1011.5,101.15,0
2024-01-03,SKU121,9,1363.5,151.5,0
2024-01-03,SKU122,10,2140.8,214.08,0
2024-01-03,SKU123,11,1210.99,110.09,0
2024-01-03,SKU124,16,3270.88,204.43,0
2024-01-03,SKU125,12,1140.24,95.02,0
2024-01-03,SKU126,11,1648.35,149.85,0
2024-01-03,SKU127,15,1323.15,88.21,0
2024-01-03,SKU128,5,856.7,171.34,0
2024-01-03,SKU129,7,876.47,125.21,0
2024-01-03,SKU130,9,3272.31,363.59,0
2024-01-03,SKU131,8,187.76,23.47,0
2024-01-03,SKU132,11,1032.35,93.85,0
2024-01-03,SKU133,11,287.54,26.14,0
2024-01-03,SKU134,10,1773.8,177.38,0
2024-01-03,SKU135,14,2921.1,208.65,0
2024-01-03,SKU136,18,3376.08,187.56,1
2024-01-03,SKU137,7,698.81,99.83,0
2024-01-03,SKU138,8,133.12,16.64,0
2024-01-03,SKU139,7,1155.0,165.0,0
2024-01-03,SKU140,6,1541.04,256.84,0
2024-01-03,SKU141,8,2995.44,374.43,0
2024-01-03,SKU142,10,2854.6,285.46,0
2024-01-03,SKU143,6,1699.86,283.31,0
2024-01-03,SKU144,16,1504.96,94.06,0
2024-01-03,SKU145,14,4672.36,333.74,0
2024-01-03,SKU146,13,3687.19,283.63,0
2024-01-03,SKU147,14,3955.56,282.54,0
2024-01-03,SKU148,15,1801.65,120.11,0
2024-01-03,SKU149,16,3321.44,207.59,0
2024-01-03,SKU150,10,2283.7,228.37,0
2024-01-03,SKU151,15,3629.55,241.97,0
2024-01-03,SKU152,14,865.34,61.81,0
2024-01-03,SKU153,13,3589.95,276.15,0
2024-01-03,SKU154,13,804.7,61.9,0
2024-01-03,SKU155,13,2942.55,226.35,0
2024-01-03,SKU156,9,1622.84,180.31,1
2024-01-03,SKU157,13,4484.74,344.98,0
2024-01-03,SKU158,5,823.65,164.73,0
2024-01-03,SKU159,12,819.12,68.26,0
2024-01-03,SKU160,16,1639.36,102.46,0
2024-01-03,SKU161,11,408.98,37.18,0
2024-01-03,SKU162,15,2633.4,175.56,0
2024-01-03,SKU163,11,3310.12,300.92,0
2024-01-03,SKU164,15,3189.75,212.65,0
